Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_14_segment_1_LtTemporal_1	1: RTSTRUCT: ANON_14_segment_2_RtCerebellar_1	1: RTSTRUCT: ANON_14_segment_3_LtOccipital_1
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.693440123965623	0.9281705948372615	0.9386845188006109
wavelet-LLL	glrlm	RunPercentage	0.7900621352622335	0.9636363636363636	0.9692307692307691
wavelet-LLL	glrlm	RunVariance	0.518462597486274	0.03591470258136925	0.030657740599694616
wavelet-LLL	glrlm	ShortRunEmphasis	0.8579118195759385	0.9696969696969696	0.97564499809032
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	914.1958188563266	25.749494949494945	172.49533525202935
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.0012231995637269348	0.18701982265970357	0.03513717362094672
wavelet-LLL	glszm	GrayLevelNonUniformity	80.9144385026738	1.2857142857142858	2.4
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.06181393315712284	0.1836734693877551	0.08
wavelet-LLL	glszm	GrayLevelVariance	27.323523283888182	6.693877551020408	22.848888888888887
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	817.6249045072575	23.857142857142858	163.66666666666666
wavelet-LLL	glszm	LargeAreaEmphasis	4517.650114591291	2.5714285714285716	3.6666666666666665
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	5733528.366692131	83.71428571428571	721.0666666666667
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	3.575575719805764	0.3102172416585682	0.06935027305013935
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.0024059170948606662	0.23927457887917072	0.05282448151032615
wavelet-LLL	glszm	SizeZoneNonUniformity	570.9831932773109	3.857142857142857	12.666666666666666
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.4361980086152108	0.5510204081632653	0.4222222222222222
wavelet-LLL	glszm	SmallAreaEmphasis	0.6866634955043084	0.7658730158730158	0.6516203703703703
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	534.291958739377	16.67063492063492	100.34791666666666
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.0014378824106292137	0.22477830417881436	0.05010314032622489
wavelet-LLL	glszm	ZoneEntropy	6.007143387725879	2.5216406363433164	4.294739663055169
wavelet-LLL	glszm	ZonePercentage	0.16069236435060152	0.7	0.6
wavelet-LLL	glszm	ZoneVariance	4478.923501340254	0.5306122448979592	0.8888888888888891
wavelet-LLL	gldm	DependenceEntropy	6.891490287447742	2.4464393446710133	4.526370130156172
wavelet-LLL	gldm	DependenceNonUniformity	627.1546771421556	3.8	20.88
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.07698928027770141	0.38	0.4176
wavelet-LLL	gldm	DependenceVariance	21.81369903508454	0.76	0.4800000000000001
wavelet-LLL	gldm	GrayLevelNonUniformity	949.1340535232016	2.0	3.92
wavelet-LLL	gldm	GrayLevelVariance	16.423180045437643	6.24	19.28
wavelet-LLL	gldm	HighGrayLevelEmphasis	1119.2403633685244	27.4	178.04
wavelet-LLL	gldm	LargeDependenceEmphasis	63.52442916768966	4.0	3.72
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	80416.27866437516	150.4	733.68
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.05178274682968945	0.2983312074829932	0.052079603422171064
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.001250555192730367	0.18268494897959184	0.03440582247797525
wavelet-LLL	gldm	SmallDependenceEmphasis	0.1585438230667824	0.5833333333333333	0.48736111111111113
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	136.23641951576832	12.983333333333334	79.34180555555555
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0003118608815685337	0.16057610544217688	0.030722736230918018
wavelet-LLL	ngtdm	Busyness	0.4682730714704787	0.21894841269841273	0.04724170107249999
wavelet-LLL	ngtdm	Coarseness	0.0010317409093309547	0.2038966923425464	0.12137465044556248
wavelet-LLL	ngtdm	Complexity	1362.4546729276362	49.88303703703703	273.80665187965906
wavelet-LLL	ngtdm	Contrast	0.0342460073804452	1.1028622222222222	0.3101123873818365
wavelet-LLL	ngtdm	Strength	1.8204715656309336	5.959765297569154	17.669000733122378
