Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_14_segment_1_LtTemporal_1	1: RTSTRUCT: ANON_14_segment_2_RtCerebellar_1	1: RTSTRUCT: ANON_14_segment_3_LtOccipital_1
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
log-sigma-4-0-mm-3D	glcm	Imc1	-0.385074213071079	-0.3976028189779878	-0.194791102810538
log-sigma-4-0-mm-3D	glcm	Imc2	0.8934457880101937	0.45234546830344285	0.2923046225536367
log-sigma-4-0-mm-3D	glcm	Idm	0.8052573052172203	0.8242424242424243	0.9324070020157038
log-sigma-4-0-mm-3D	glcm	Idmn	0.9933315559036056	0.9296969696969698	0.9864814004031407
log-sigma-4-0-mm-3D	glcm	Id	0.8078344456660105	0.8242424242424243	0.9324070020157038
log-sigma-4-0-mm-3D	glcm	Idn	0.9562816470915576	0.8828282828282827	0.9662035010078518
log-sigma-4-0-mm-3D	glcm	InverseVariance	0.3633466581225495	0.3515151515151515	0.13518599596859232
log-sigma-4-0-mm-3D	glcm	MaximumProbability	0.21860301401083534	0.6909090909090908	0.8469025037669662
log-sigma-4-0-mm-3D	glcm	SumEntropy	3.0018163652016954	0.4431099026573007	0.6744858045629193
log-sigma-4-0-mm-3D	glcm	SumSquares	1.182227841390557	0.14535353535353535	0.08025033872580882
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformity	804.747857683945	4.748484848484849	20.258129918312473
log-sigma-4-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.22634212460141076	0.5653787878787878	0.6818029617352394
log-sigma-4-0-mm-3D	glrlm	GrayLevelVariance	1.5070585817227062	0.21731060606060604	0.17562925619076647
log-sigma-4-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	18.68732314931225	3.0045454545454544	4.672307149835777
log-sigma-4-0-mm-3D	glrlm	LongRunEmphasis	10.251644270559712	1.7575757575757576	3.991955690568528
log-sigma-4-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	140.24037525221397	5.693939393939394	16.975261064482417
log-sigma-4-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.0864876576255638	0.7734848484848484	0.9933309653499298
log-sigma-4-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.08605789934551483	0.49886363636363634	0.25465124138481243
log-sigma-4-0-mm-3D	glrlm	RunEntropy	4.37031614284374	1.3471760205177945	2.1347879250844604
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformity	1194.7187803323739	6.4646464646464645	12.46430265591098
log-sigma-4-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3257091703746866	0.7469135802469136	0.41030183877830695
log-sigma-4-0-mm-3D	glrlm	RunPercentage	0.43650493871461216	0.8363636363636364	0.5907692307692307
log-sigma-4-0-mm-3D	glrlm	RunVariance	4.499428635332448	0.18714927048260382	0.8036762359092003
log-sigma-4-0-mm-3D	glrlm	ShortRunEmphasis	0.5750416375045952	0.8442760942760942	0.609295342880817
log-sigma-4-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	12.527668587505664	2.4668771043771045	3.0494474236742684
log-sigma-4-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.03957793902540571	0.4386258417508417	0.15864288537403823
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformity	20.3953488372093	1.0	1.0
log-sigma-4-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.4743104380746349	0.5	0.3333333333333333
log-sigma-4-0-mm-3D	glszm	GrayLevelVariance	2.1903731746890207	0.25	0.6666666666666666
log-sigma-4-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	35.18604651162791	2.5	4.666666666666667
log-sigma-4-0-mm-3D	glszm	LargeAreaEmphasis	364744.27906976745	29.0	654.0
log-sigma-4-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	5271746.883720931	102.5	2656.6666666666665
log-sigma-4-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	31770.149519656698	10.625	162.59259259259258
log-sigma-4-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.07994591441227654	0.625	0.4537037037037037
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformity	5.930232558139535	1.0	1.0
log-sigma-4-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.13791238507301243	0.5	0.3333333333333333
log-sigma-4-0-mm-3D	glszm	SmallAreaEmphasis	0.3651686588744685	0.06575963718820861	0.3468388429752067
log-sigma-4-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	14.59629695937846	0.09637188208616779	0.4540220385674931
log-sigma-4-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.009561897363891287	0.05810657596371882	0.3348578588919498
log-sigma-4-0-mm-3D	glszm	ZoneEntropy	4.053717080082233	0.9999999999999993	1.5849625007211552
log-sigma-4-0-mm-3D	glszm	ZonePercentage	0.00527866437515345	0.2	0.06
log-sigma-4-0-mm-3D	glszm	ZoneVariance	328856.06057328277	4.0	376.2222222222222
log-sigma-4-0-mm-3D	gldm	DependenceEntropy	6.317469997768644	1.9709505944546675	4.210881379939826
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformity	393.55831082739996	2.6	3.36
log-sigma-4-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.04831307523046893	0.26	0.0672
log-sigma-4-0-mm-3D	gldm	DependenceVariance	38.46588249591047	2.04	29.4304
log-sigma-4-0-mm-3D	gldm	GrayLevelNonUniformity	1961.5065062607414	5.8	39.24
log-sigma-4-0-mm-3D	gldm	GrayLevelVariance	1.3346986487518573	0.20999999999999996	0.1136
log-sigma-4-0-mm-3D	gldm	HighGrayLevelEmphasis	15.738521973974956	3.1	4.44
log-sigma-4-0-mm-3D	gldm	LargeDependenceEmphasis	283.4156641296342	23.2	164.92
log-sigma-4-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	3529.901055732875	84.7	665.92
log-sigma-4-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	32.525549161476526	7.825	41.07
log-sigma-4-0-mm-3D	gldm	LowGrayLevelEmphasis	0.09948415586465373	0.475	0.2511111111111111
log-sigma-4-0-mm-3D	gldm	SmallDependenceEmphasis	0.011152358789741057	0.061914965986394566	0.039877307590488305
log-sigma-4-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.31231955916387727	0.14765986394557823	0.15698145258417545
log-sigma-4-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0006283178876361876	0.040478741496598636	0.023372876280338125
log-sigma-4-0-mm-3D	ngtdm	Busyness	15.032829015945596	0.656060606060606	0.4601651615863743
log-sigma-4-0-mm-3D	ngtdm	Coarseness	0.002035492629960346	0.6928406466512703	0.3122317222456038
log-sigma-4-0-mm-3D	ngtdm	Complexity	7.598790213777981	0.2886666666666666	0.520153801748191
log-sigma-4-0-mm-3D	ngtdm	Contrast	0.013504518185987604	0.06449999999999999	0.00602701849422221
log-sigma-4-0-mm-3D	ngtdm	Strength	0.04909532773753669	0.6511627906976745	0.593098119204401
log-sigma-5-0-mm-3D	firstorder	10Percentile	-123.81499099731445	0.8874873042106629	-12.59985408782959
log-sigma-5-0-mm-3D	firstorder	90Percentile	-32.73674392700195	5.659526300430297	0.1513610839843755
log-sigma-5-0-mm-3D	firstorder	Energy	413812923.4854287	921329.8283203075	4317539.473687309
log-sigma-5-0-mm-3D	firstorder	Entropy	2.5108519515027217	0.46899559358928056	0.6343095546405655
log-sigma-5-0-mm-3D	firstorder	InterquartileRange	53.61124324798584	2.8650296926498413	7.815463066101074
log-sigma-5-0-mm-3D	firstorder	Kurtosis	2.4529074656945906	2.2893675135729348	2.965352510246882
log-sigma-5-0-mm-3D	firstorder	Maximum	46.94729232788086	6.668757438659668	3.562617778778076
log-sigma-5-0-mm-3D	firstorder	MeanAbsoluteDeviation	29.035958404396172	1.761674780845642	4.519644184875489
log-sigma-5-0-mm-3D	firstorder	Mean	-77.31482596105303	3.5269213557243346	-6.198000926971435
log-sigma-5-0-mm-3D	firstorder	Median	-77.86857223510742	4.032378673553467	-5.661247730255127
log-sigma-5-0-mm-3D	firstorder	Minimum	-144.77484130859375	-0.5403050184249878	-21.10495948791504
log-sigma-5-0-mm-3D	firstorder	Range	191.7221336364746	7.209062457084656	24.667577266693115
log-sigma-5-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	21.820554590050616	1.2720422223210335	3.2144227409362793
log-sigma-5-0-mm-3D	firstorder	RootMeanSquared	225.38749770224575	303.5341543089192	293.85504840609116
log-sigma-5-0-mm-3D	firstorder	Skewness	0.21324339156871103	-0.4519691128314392	-0.5352631253981289
log-sigma-5-0-mm-3D	firstorder	TotalEnergy	413812923.4854287	921329.8283203075	4317539.473687309
log-sigma-5-0-mm-3D	firstorder	Uniformity	0.19182159206077593	0.8200000000000001	0.7311999999999999
log-sigma-5-0-mm-3D	firstorder	Variance	1210.8373837237284	4.390844346681571	31.17481443829059
log-sigma-5-0-mm-3D	glcm	Autocorrelation	12.024291993492044	3.751515151515152	1.3367968367528473
log-sigma-5-0-mm-3D	glcm	JointAverage	3.2249077584112538	1.9378787878787875	1.1429832366866104
log-sigma-5-0-mm-3D	glcm	ClusterProminence	119.33975759345311	0.02671346801346802	0.4780284023111212
log-sigma-5-0-mm-3D	glcm	ClusterShade	3.7377498733267567	-0.022195286195286185	0.2969465298690127
log-sigma-5-0-mm-3D	glcm	ClusterTendency	6.929116695365954	0.07767676767676769	0.3034211887131178
log-sigma-5-0-mm-3D	glcm	Contrast	0.4374887028339213	0.12424242424242422	0.1843057466139683
log-sigma-5-0-mm-3D	glcm	Correlation	0.880526734789476	0.5595959595959598	0.23788898588789908
log-sigma-5-0-mm-3D	glcm	DifferenceAverage	0.4087584212950244	0.12424242424242422	0.1843057466139683
log-sigma-5-0-mm-3D	glcm	DifferenceEntropy	1.0331715880988648	0.3235017966360306	0.6420835670927489
log-sigma-5-0-mm-3D	glcm	DifferenceVariance	0.26448155338941925	0.07767676767676768	0.14113996558725828
log-sigma-5-0-mm-3D	glcm	JointEnergy	0.0934320822274241	0.8213636363636364	0.6149965667491986
log-sigma-5-0-mm-3D	glcm	JointEntropy	3.7674976444010664	0.4477442208784547	1.0618601125888263
log-sigma-5-0-mm-3D	glcm	Imc1	-0.4567721967939868	-0.03038925429427218	-0.19176823405608653
log-sigma-5-0-mm-3D	glcm	Imc2	0.9416314297782727	0.11378548080793728	0.3757538403071284
log-sigma-5-0-mm-3D	glcm	Idm	0.7984938175063776	0.937878787878788	0.9078471266930157
log-sigma-5-0-mm-3D	glcm	Idmn	0.9933084049539654	0.9751515151515153	0.9631388506772064
log-sigma-5-0-mm-3D	glcm	Id	0.8004091696089707	0.937878787878788	0.9078471266930157
log-sigma-5-0-mm-3D	glcm	Idn	0.9549016229843181	0.9585858585858585	0.9385647511286771
log-sigma-5-0-mm-3D	glcm	InverseVariance	0.3836194249484896	0.12424242424242422	0.1843057466139683
log-sigma-5-0-mm-3D	glcm	MaximumProbability	0.1597514775151886	0.8757575757575757	0.7648638900064053
log-sigma-5-0-mm-3D	glcm	SumEntropy	3.305499965298756	0.3235017966360306	0.8775543659748583
log-sigma-5-0-mm-3D	glcm	SumSquares	1.8416513495499687	0.05047979797979798	0.12193173383177155
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformity	739.3351511687816	6.167388167388168	20.132698218408187
log-sigma-5-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.20131944953353614	0.7758566389518772	0.6585035724626664
log-sigma-5-0-mm-3D	glrlm	GrayLevelVariance	1.9187018743998672	0.11207168052406148	0.17074821376866678
log-sigma-5-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	16.871679131079844	3.612554112554113	1.6601110308652713
log-sigma-5-0-mm-3D	glrlm	LongRunEmphasis	9.298682079986234	2.014069264069264	3.7391531720209743
log-sigma-5-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	99.3614815166715	7.668831168831168	4.92386872365607
log-sigma-5-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	2.35301482061531	0.600378787878788	3.4429742841122004
log-sigma-5-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.1302552196097018	0.34686147186147187	0.834972242283682
log-sigma-5-0-mm-3D	glrlm	RunEntropy	4.438366767443649	1.2677555810682621	2.0515691278208275
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformity	1261.0634515583997	5.423881673881675	13.453822190161908
log-sigma-5-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.33206757880527665	0.6692355814379624	0.423515899765777
log-sigma-5-0-mm-3D	glrlm	RunPercentage	0.451406069991879	0.7909090909090909	0.6107692307692307
log-sigma-5-0-mm-3D	glrlm	RunVariance	3.909180867070123	0.3063744016124969	0.7312054935567325
log-sigma-5-0-mm-3D	glrlm	ShortRunEmphasis	0.5688269127681587	0.8240440115440115	0.622314255167482
log-sigma-5-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	11.360281134354521	2.9087301587301586	1.1847594374909705
log-sigma-5-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.0465844348965353	0.30287247474747475	0.48170295958660986
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformity	13.555555555555555	1.0	1.0
log-sigma-5-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3765432098765432	0.5	0.5
log-sigma-5-0-mm-3D	glszm	GrayLevelVariance	2.0277777777777777	0.25	0.25
log-sigma-5-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	36.05555555555556	2.5	2.5
log-sigma-5-0-mm-3D	glszm	LargeAreaEmphasis	351086.6666666667	41.0	914.0
log-sigma-5-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	4338593.972222222	162.5	1010.0
log-sigma-5-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	54595.87576132999	10.625	890.0
log-sigma-5-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.06321834057697154	0.625	0.625
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformity	6.722222222222222	1.0	1.0
log-sigma-5-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1867283950617284	0.5	0.5
log-sigma-5-0-mm-3D	glszm	SmallAreaEmphasis	0.4349354317616008	0.5061728395061729	0.00809594671201814
log-sigma-5-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	17.23194127133094	0.5246913580246914	0.03153344671201814
log-sigma-5-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.01148349604019324	0.5015432098765432	0.0022365717120181408
log-sigma-5-0-mm-3D	glszm	ZoneEntropy	3.9228735295094967	0.9999999999999993	0.9999999999999993
log-sigma-5-0-mm-3D	glszm	ZonePercentage	0.00441934691873312	0.2	0.04
log-sigma-5-0-mm-3D	glszm	ZoneVariance	299885.03395061725	16.0	289.0
log-sigma-5-0-mm-3D	gldm	DependenceEntropy	6.300898284406889	2.6464393446710135	4.090881379939827
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformity	476.21286520991896	1.8	4.04
log-sigma-5-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.058459718292403505	0.18	0.0808
log-sigma-5-0-mm-3D	gldm	DependenceVariance	30.589817466396624	4.640000000000001	22.785600000000002
log-sigma-5-0-mm-3D	gldm	GrayLevelNonUniformity	1562.5786889270807	8.2	36.56
log-sigma-5-0-mm-3D	gldm	GrayLevelVariance	2.032550939824028	0.09000000000000001	0.1344
log-sigma-5-0-mm-3D	gldm	HighGrayLevelEmphasis	13.593051804566658	3.7	1.48
log-sigma-5-0-mm-3D	gldm	LargeDependenceEmphasis	263.5624846550454	36.0	146.44
log-sigma-5-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	2428.743555119077	143.7	160.84
log-sigma-5-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	75.80089862437528	9.075	142.84
log-sigma-5-0-mm-3D	gldm	LowGrayLevelEmphasis	0.19258882623554371	0.325	0.88
log-sigma-5-0-mm-3D	gldm	SmallDependenceEmphasis	0.009758655789028651	0.1296712175610985	0.016497279749695625
log-sigma-5-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.25053407025626667	0.21868487024439406	0.0410295926748657
log-sigma-5-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0008294157608418156	0.10741780439027462	0.010364201518403109
log-sigma-5-0-mm-3D	ngtdm	Busyness	16.703222227699484	0.19369747899159664	3.6600992037718045
log-sigma-5-0-mm-3D	ngtdm	Coarseness	0.0024262959193310503	1.5184381778741864	0.26270830597913225
log-sigma-5-0-mm-3D	ngtdm	Complexity	7.3096586471826726	0.13171428571428573	0.15226012687690707
log-sigma-5-0-mm-3D	ngtdm	Contrast	0.02013600712662412	0.014585714285714289	0.022931794277136694
log-sigma-5-0-mm-3D	ngtdm	Strength	0.06013336430236508	1.2340842311459352	0.2344343375415653
wavelet-LLH	firstorder	10Percentile	-36.35705738863968	-65.41240921582678	-59.66265835360908
wavelet-LLH	firstorder	90Percentile	21.840711237183232	26.344533070233126	57.96644630777783
wavelet-LLH	firstorder	Energy	712913618.9361291	794526.8167720888	4349167.499647347
wavelet-LLH	firstorder	Entropy	2.1255416303046504	1.9219280948873612	2.479599503186902
wavelet-LLH	firstorder	InterquartileRange	22.2596481942577	77.2731965011863	91.53455799842325
wavelet-LLH	firstorder	Kurtosis	6.689449500455081	1.286897377450951	1.5297955355916795
wavelet-LLH	firstorder	Maximum	132.31232275788892	33.08243304419785	69.15326488349365
wavelet-LLH	firstorder	MeanAbsoluteDeviation	18.84989353229412	37.243608314039555	42.57581604642614
wavelet-LLH	firstorder	Mean	-5.54806770354086	-20.9384805253096	-8.81589609389611
wavelet-LLH	firstorder	Median	-2.9174290564937113	-34.01887885909337	-18.54650833294832
wavelet-LLH	firstorder	Minimum	-157.82652008712859	-69.41700226606996	-67.63380274918693
wavelet-LLH	firstorder	Range	290.1388428450175	102.49943531026781	136.7870676326806
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	9.922787849890586	33.568881234117626	36.77974545980847
wavelet-LLH	firstorder	RootMeanSquared	295.8327514157779	281.87352070957087	294.9293983192366
wavelet-LLH	firstorder	Skewness	-0.605253596821808	0.20887738320365107	0.3716595929155137
wavelet-LLH	firstorder	TotalEnergy	712913618.9361291	794526.8167720888	4349167.499647347
wavelet-LLH	firstorder	Uniformity	0.3095680060356871	0.28	0.19120000000000004
wavelet-LLH	firstorder	Variance	815.0763771108869	1577.3500256858606	2195.1676253462497
wavelet-LLH	glcm	Autocorrelation	53.38645642647686	7.019696969696971	9.50975606210616
wavelet-LLH	glcm	JointAverage	7.283647274044215	2.6325757575757573	2.884772702247264
wavelet-LLH	glcm	ClusterProminence	69.88423809952613	17.50998263888889	197.59854242766704
wavelet-LLH	glcm	ClusterShade	-3.760123213309678	1.194212962962963	11.378003167585794
wavelet-LLH	glcm	ClusterTendency	3.1842027124816825	2.0443181818181815	10.250688677365103
wavelet-LLH	glcm	Contrast	1.8446470748661716	4.91060606060606	5.599491538202845
wavelet-LLH	glcm	Correlation	0.2508740659117232	-0.4836081470925773	0.25245079060628295
wavelet-LLH	glcm	DifferenceAverage	0.8626125370246347	1.7742424242424244	1.5919653039834012
wavelet-LLH	glcm	DifferenceEntropy	1.724713054365721	0.8084095239349814	1.9419156280336005
wavelet-LLH	glcm	DifferenceVariance	1.0571047425493416	0.7964393939393939	2.460607752516857
wavelet-LLH	glcm	JointEnergy	0.12472473870196875	0.34876262626262633	0.1022456854673793
wavelet-LLH	glcm	JointEntropy	3.90962415956739	1.6403165694288624	3.6206765683833244
wavelet-LLH	glcm	Imc1	-0.08826017027913088	-0.6681595697554641	-0.3651900270878788
wavelet-LLH	glcm	Imc2	0.454988704215791	0.8318408833873989	0.8559855438003723
wavelet-LLH	glcm	Idm	0.654037260361696	0.41261140819964354	0.5347538815199104
wavelet-LLH	glcm	Idmn	0.9898132613577645	0.8583038397477125	0.8956306961533473
wavelet-LLH	glcm	Id	0.676570265688548	0.48674242424242425	0.5801814502450691
wavelet-LLH	glcm	Idn	0.9425421814311895	0.7677098364598365	0.8275896972716102
wavelet-LLH	glcm	InverseVariance	0.44117077728772985	0.3380576599326599	0.35382441641744283
wavelet-LLH	glcm	MaximumProbability	0.23869517555168285	0.39999999999999997	0.19118619585797375
wavelet-LLH	glcm	SumEntropy	2.697645462787143	0.7675892967015902	2.6649661933130835
wavelet-LLH	glcm	SumSquares	1.2572124468369639	1.7387310606060604	3.9625450538919873
wavelet-LLH	glrlm	GrayLevelNonUniformity	1259.9600330753485	2.5959595959595956	7.662430749271654
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.2510977491169858	0.2768237934904601	0.18576778481354658
wavelet-LLH	glrlm	GrayLevelVariance	1.894568336961155	2.5877665544332213	3.3753331585067388
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	54.38043314177496	9.62121212121212	14.106892611203154
wavelet-LLH	glrlm	LongRunEmphasis	4.270739675569544	1.2424242424242424	1.7752743914832256
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	230.45541406176227	11.045454545454547	22.775062632708515
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.08704215199394355	0.635814393939394	0.7422246297498288
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.022768837537070683	0.4508901515151516	0.31189438183136453
wavelet-LLH	glrlm	RunEntropy	3.8440703056699137	2.0341756498468206	2.9512517632813724
wavelet-LLH	glrlm	RunLengthNonUniformity	2421.2554290067897	8.396464646464647	29.669024222056485
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.4728585428024746	0.8903268799102132	0.6971868086672454
wavelet-LLH	glrlm	RunPercentage	0.6156301346578783	0.9363636363636364	0.826153846153846
wavelet-LLH	glrlm	RunVariance	1.4581139582338347	0.08466610549943883	0.21054356088761125
wavelet-LLH	glrlm	ShortRunEmphasis	0.7090129346098315	0.952020202020202	0.8436355388389134
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	38.59613416983913	9.277777777777777	12.622854354587885
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.01696975460442446	0.41728535353535356	0.22383400900448638
wavelet-LLH	glszm	GrayLevelNonUniformity	34.6953125	1.4	2.4545454545454546
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.135528564453125	0.28	0.2231404958677686
wavelet-LLH	glszm	GrayLevelVariance	6.92620849609375	2.16	2.380165289256199
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	60.7421875	10.0	13.090909090909092
wavelet-LLH	glszm	LargeAreaEmphasis	76794.5703125	5.2	34.72727272727273
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	4149733.6171875	37.6	403.72727272727275
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	1448.0238591598013	3.382	19.230454545454545
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.03610204121177849	0.3205	0.2130808080808081
wavelet-LLH	glszm	SizeZoneNonUniformity	46.265625	1.8	1.5454545454545454
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.18072509765625	0.36	0.14049586776859505
wavelet-LLH	glszm	SmallAreaEmphasis	0.41184154963049924	0.5125	0.260904338166243
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	26.91922989124867	3.6625	2.856524427952999
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.016035404902881054	0.11762500000000001	0.040498056210886896
wavelet-LLH	glszm	ZoneEntropy	5.909019172013699	1.9219280948873612	3.4594316186372938
wavelet-LLH	glszm	ZonePercentage	0.03142646697765775	0.5	0.22
wavelet-LLH	glszm	ZoneVariance	75782.03802490234	1.2000000000000002	14.06611570247934
wavelet-LLH	gldm	DependenceEntropy	6.004266925186034	2.321928094887361	4.1630741894285626
wavelet-LLH	gldm	DependenceNonUniformity	421.4203289958262	2.8	5.96
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.05173340645664451	0.28	0.1192
wavelet-LLH	gldm	DependenceVariance	28.052745894665176	1.04	10.0096
wavelet-LLH	gldm	GrayLevelNonUniformity	2521.7409771667076	2.8	9.56
wavelet-LLH	gldm	GrayLevelVariance	1.406315168021564	2.64	3.5603999999999996
wavelet-LLH	gldm	HighGrayLevelEmphasis	54.260250429658726	9.4	13.42
wavelet-LLH	gldm	LargeDependenceEmphasis	148.91234961944514	6.8	40.48
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	8013.029216793519	38.6	301.34
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	2.869082234649401	5.132	28.406222222222222
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.021574165081152685	0.47050000000000003	0.3589333333333334
wavelet-LLH	gldm	SmallDependenceEmphasis	0.035745285327765816	0.33472222222222225	0.10656841641002897
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	2.0734573349045315	2.884722222222222	1.502180519584632
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0011325136179683563	0.08984722222222222	0.017190302432956654
wavelet-LLH	ngtdm	Busyness	7.948820610937908	0.7457070707070708	1.136259708451216
wavelet-LLH	ngtdm	Coarseness	0.000889817278470811	0.30477480528276324	0.08494985416376813
wavelet-LLH	ngtdm	Complexity	50.05073247914094	9.109920634920634	17.353012091643436
wavelet-LLH	ngtdm	Contrast	0.012159390118883277	0.4922063492063493	0.2830588216553931
wavelet-LLH	ngtdm	Strength	0.07325802801994227	3.7902802412202914	1.3296106222691517
wavelet-LHL	firstorder	10Percentile	-42.974538322665495	-56.3366791097928	-55.47866535602899
wavelet-LHL	firstorder	90Percentile	33.4762964425928	15.368272692686457	54.34193405373072
wavelet-LHL	firstorder	Energy	716838748.0094919	756646.7201853199	4322786.397713814
wavelet-LHL	firstorder	Entropy	2.4325884066867087	1.4854752972273335	2.6174965970364035
wavelet-LHL	firstorder	InterquartileRange	31.06565654327457	37.391011363249376	64.0581332849789
wavelet-LHL	firstorder	Kurtosis	5.824750395269733	1.9583083594512203	2.3420164725497385
wavelet-LHL	firstorder	Maximum	134.4566486087203	21.11476315369179	91.3759049099104
wavelet-LHL	firstorder	MeanAbsoluteDeviation	23.745145232308577	22.945023102953876	37.49916711347087
wavelet-LHL	firstorder	Mean	-5.341557122390996	-26.252976953489316	-9.255209129672458
wavelet-LHL	firstorder	Median	-3.6563224729578985	-35.11649365207372	-23.481637143776112
wavelet-LHL	firstorder	Minimum	-196.79756365816954	-57.95943259271717	-72.61695387188493
wavelet-LHL	firstorder	Range	331.2542122668898	79.07419574640896	163.99285878179535
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	13.586087505371653	17.818174131144144	28.62999508578023
wavelet-LHL	firstorder	RootMeanSquared	296.64602513603165	275.07212148549695	294.03354902846763
wavelet-LHL	firstorder	Skewness	-0.4593906740014965	0.6258320386513843	0.6485955232220803
wavelet-LHL	firstorder	TotalEnergy	716838748.0094919	756646.7201853199	4322786.397713814
wavelet-LHL	firstorder	Uniformity	0.24685694038619643	0.38	0.18
wavelet-LHL	firstorder	Variance	1175.2662699499424	727.2393917051226	1923.1945360457785
wavelet-LHL	glcm	Autocorrelation	68.59305028371502	4.801515151515151	8.462979279399146
wavelet-LHL	glcm	JointAverage	8.26333058221613	2.2204545454545457	2.869309294170712
wavelet-LHL	glcm	ClusterProminence	123.10513889363496	6.911238194444445	146.69736293666864
wavelet-LHL	glcm	ClusterShade	-5.511135399550342	-0.09972979797979793	12.686707763135221
